"","vector","type","label","units","parent_vector","aggregation","details"
"1185","v_CA21_1377","Female","Oneida","Number","v_CA21_1368","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Iroquoian languages; Oneida"
"1186","v_CA21_1378","Total","Iroquoian languages, n.i.e.","Number","v_CA21_1366","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Iroquoian languages; Iroquoian languages, n.i.e."
"1187","v_CA21_1379","Male","Iroquoian languages, n.i.e.","Number","v_CA21_1367","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Iroquoian languages; Iroquoian languages, n.i.e."
"1188","v_CA21_1380","Female","Iroquoian languages, n.i.e.","Number","v_CA21_1368","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Iroquoian languages; Iroquoian languages, n.i.e."
"1189","v_CA21_1381","Total","Ktunaxa (Kutenai)","Number","v_CA21_1192","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Ktunaxa (Kutenai)"
"1190","v_CA21_1382","Male","Ktunaxa (Kutenai)","Number","v_CA21_1193","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Ktunaxa (Kutenai)"
"1191","v_CA21_1383","Female","Ktunaxa (Kutenai)","Number","v_CA21_1194","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Ktunaxa (Kutenai)"
"1192","v_CA21_1384","Total","Michif","Number","v_CA21_1192","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Michif"
"1193","v_CA21_1385","Male","Michif","Number","v_CA21_1193","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Michif"
"1194","v_CA21_1386","Female","Michif","Number","v_CA21_1194","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Michif"
"1195","v_CA21_1387","Total","Salish languages","Number","v_CA21_1192","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages"
"1196","v_CA21_1388","Male","Salish languages","Number","v_CA21_1193","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages"
"1197","v_CA21_1389","Female","Salish languages","Number","v_CA21_1194","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages"
"1198","v_CA21_1390","Total","Halkomelem","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Halkomelem"
"1199","v_CA21_1391","Male","Halkomelem","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Halkomelem"
"1200","v_CA21_1392","Female","Halkomelem","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Halkomelem"
"1201","v_CA21_1393","Total","Lillooet","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Lillooet"
"1202","v_CA21_1394","Male","Lillooet","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Lillooet"
"1203","v_CA21_1395","Female","Lillooet","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Lillooet"
"1204","v_CA21_1396","Total","Ntlakapamux (Thompson)","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Ntlakapamux (Thompson)"
"1205","v_CA21_1397","Male","Ntlakapamux (Thompson)","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Ntlakapamux (Thompson)"
"1206","v_CA21_1398","Female","Ntlakapamux (Thompson)","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Ntlakapamux (Thompson)"
"1207","v_CA21_1399","Total","Secwepemctsin (Shuswap)","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Secwepemctsin (Shuswap)"
"1208","v_CA21_1400","Male","Secwepemctsin (Shuswap)","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Secwepemctsin (Shuswap)"
"1209","v_CA21_1401","Female","Secwepemctsin (Shuswap)","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Secwepemctsin (Shuswap)"
"1210","v_CA21_1402","Total","Squamish","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Squamish"
"1211","v_CA21_1403","Male","Squamish","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Squamish"
"1212","v_CA21_1404","Female","Squamish","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Squamish"
"1213","v_CA21_1405","Total","Straits","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Straits"
"1214","v_CA21_1406","Male","Straits","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Straits"
"1215","v_CA21_1407","Female","Straits","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Straits"
"1216","v_CA21_1408","Total","Syilx (Okanagan)","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Syilx (Okanagan)"
"1217","v_CA21_1409","Male","Syilx (Okanagan)","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Syilx (Okanagan)"
"1218","v_CA21_1410","Female","Syilx (Okanagan)","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Syilx (Okanagan)"
"1219","v_CA21_1411","Total","Salish languages, n.i.e.","Number","v_CA21_1387","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Salish languages, n.i.e."
"1220","v_CA21_1412","Male","Salish languages, n.i.e.","Number","v_CA21_1388","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Salish languages, n.i.e."
"1221","v_CA21_1413","Female","Salish languages, n.i.e.","Number","v_CA21_1389","Additive","CA 2021 Census; 100% data; Language; Mother tongue for the total population excluding institutional residents; Single responses; Non-official languages; Indigenous languages; Salish languages; Salish languages, n.i.e."
